门店ID,门店名称,分公司,战区,省区,办事处,门店状态,门店类型,加盟&直营,门店分类,美团id,饿了么id,京东秒送id,微盟小程序id,口碑id,美团团购id,抖音id,快手id,高德平台id,TCODE,是否能做线上
C00243,璜垦,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015115563849,187417,1661305707,6601189654131640327,6724909544071815370,,1,是
C00245,冈上,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015164692849,191644,744903508,6601151842636285955,,,1,是
C00246,麦园,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,街铺,1447431,1447431,,,,520109927,,,,1,是
C00247,梅岭,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015119770849,177469,181400608,6601205597683582989,3001734342341660694,,1,是
C00248,厚田,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015166219849,191674,107451157,6601138396624586760,,,1,是
C00249,泾口,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015116886849,187447,152545184,6651471490770372621,,,1,是
C00250,怡兰苑,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,15955096,1123078824,14270461.0,6015118837849,175107,42814042,6601189358915586062,6724909440055304666,2026030711077000000115171904|xiniu_xgc_bgc,1,是
C00251,新建德观,江西公司,南昌一战区,江西二区,南昌三办,关店,专卖店,加盟,街铺,6617283,157415753,,6015116070849,177450,1098365961,,,,1,是
C00252,省庄,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015132236849,175088,1029641996846452,7650301653795244067,6724909544095551479,,1,是
C00253,城南,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,,,,6015165217849,175105,41629309,6601169906039785479,6724909544081594792,,1,是
C00255,罗亭,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015145929849,191656,1046811112,6710527475727861774,3002766450560967227,,1,是
C00256,七里岗,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015131841849,191657,1291276896,6601176782152402958,,,1,是
C00257,义渡,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6017188390849,191675,1200031536,6709700645793826829,,,1,是
C00258,双港,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,3800475,500822270,14292470.0,6015118262849,177477,662975059,7033616854497101832,3002916620305961634,,1,是
C00259,梅庄,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015145908849,191676,152545731,6700165724041660423,,,1,是
C00260,进贤三里乡,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015167606849,191677,1781556453,6601144943522088964,,,1,是
C00261,进贤架桥,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015167319849,191645,530050534,,,,1,是
C00262,新联,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015115156849,191649,1506552327,6869597271302883336,3003685561135964198,,1,是
C00263,进贤池溪,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015165807849,191678,1001421490,6601192305388947464,,,1,是
C00265,星加坡花园,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,,,,6015096367849,175217,162195880,6601153246641784836,3003673890647842904,,1,是
C00267,红苗,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,2319436,144621511,14520832.0,6015092161849,175212,657296658,7122771789750470660,3003810034548745104,2026030711077000000115235951|xiniu_xgc_bgc,1,是
C00268,进贤二塘,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015165420849,191646,989121783,6601146968632723469,3002015218178958391,2025112011077000000113735700|xiniu_xgc_bgc,1,是
C00269,流湖,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015146009849,191679,,,,,1,是
C00270,谌家坊,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,,,,6015119056849,191635,1229281253,6601176521329641480,6724909285158676161,,1,是
C00271,英雄乳业,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015116178849,191636,1920188021,,3001750034960453822,,1,是
C00272,进贤４,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015116994849,198516,877269222,6601160744547387406,3003872391408653634,,1,是
C00273,前坊,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015129905849,198585,1088727959,6601138119527893006,,,1,是
C00275,新建昌邑,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015130743849,191658,1311566255,,,,1,否
C00276,西安路,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,2334204,,,6015119277849,154418,51549205,7325826914164148263,3002088282037035278,,1,是
C00277,塔城,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015165421849,187592,174207135,6601268007400376328,3002803826445161642,,1,是
C00278,前途,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015166123849,191647,151036131,6862883595783112707,4002972289155507693,,1,是
C00279,樵舍,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,,,,,,191659,1026609950,,,,1,是
C00280,凤凰商贸城,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015130709849,191637,1033852504,6891220896694929408,3002068584460193938,2025112011077000000113752263|xiniu_xgc_bgc,1,是
C00281,李家庄2,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,16189389,,16189389.0,6015117775849,177453,1674258764,6601145371445954563,3003708279540949552,2026030711077000000115174957|xiniu_xgc_bgc,1,是
C00282,塘山,江西公司,南昌一战区,江西一区,南昌二办,关店,专卖店,加盟,街铺,,,,6015119467849,187418,643791929,6601163485285976071,3003708370324165961,,1,是
C00285,广阳,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,,,,6015119570849,187440,1453904242,,,,1,是
C00286,象湖,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,,,,6015165198849,175102,41310291,6601142772080576526,6724909364164752421,,1,是
C00287,黄马,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015164798849,184892,152545347,6601149892444293128,6724909544066669695,,1,是
C00288,青湖2,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,3709881,1447404,16189388.0,6015115561849,175211,164461808,6710425074719082504,3002387265824789662,,1,是
C00289,渡头,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015164335849,187576,152551237,6709290757632706568,,,1,是
C00290,红岭花园,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,街铺,,,,6015129804849,187419,194957450,6601198257253124103,3003778474932121436,,1,是
C00291,进贤三阳,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015166007849,198586,545128161,7088177807142881287,3002949671000446007,,1,是
C00292,江大南路,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,2319435,1447399,16130459.0,6015115057849,175169,157292201,6601136645011933188,6724909457742355171,,1,是
C00293,进贤五店,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015165700849,198518,929140798,6846226158992787464,6724909544071514809,,1,是
C00295,澄湖左岸店,江西公司,南昌一战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,20205406,507676766,14292467.0,6015116673849,187420,72521270,6601197695489034244,6724909275989981093,,1,是
C00296,瀛上,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,街铺,,,,6015119974849,191638,1110129287,7157638665336784896,3003666526994244287,,1,是
C00297,乐化,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015165718849,191660,152551204,6745106093543933960,6724909543920149860,,1,是
C00298,进贤新城,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,5475521,174357098,17662735.0,6015164694849,177438,110219141,6710061115671365645,3002804250710021511,2026030711077000000115107898|xiniu_xgc_bgc,1,是
C00299,衙前,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015167030849,191680,1646501577,6601227592227883012,4002946055411242265,2025111911077000000113644686|xiniu_xgc_bgc,1,是
C00300,联圩,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015117887849,191661,1324701959,6721919242716956686,6724909544094700473,,1,是
C00301,五星垦殖场,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015115186849,191650,172233292,,,,1,是
C00302,云溪花园,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,20308990,1187547409,,6015116281849,191681,1273859367,6601187585010173965,6724909544082073117,,1,是
C00303,进贤6,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015167031849,198519,1404256390,6601210129209624583,3002953548466623669,,1,是
C00305,下万,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,14016485,2120632945,,6015119569849,177476,1143810433,6980984304159426573,3003872392318589026,,1,是
C00306,欧家,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,街铺,,,,6015164363849,191682,1063883611,,,,1,是
C00307,兴国路,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,街铺,,,,,187421,974904154,,,,1,是
C00308,蒋埠,江西公司,南昌一战区,江西二区,南昌四办,关店,专卖店,加盟,街铺,,,,6015117849849,191683,152545164,6601142122236086286,,,1,是
C00309,站前路,江西公司,南昌一战区,江西二区,南昌三办,关店,专卖店,加盟,高势能,25986554,,,6015129815849,187581,1664525476,6601141705192245251,3002718238750942271,,1,是
C00310,楞上花园,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,29832805,535560114,20617936.0,6015118838849,177454,790467057,7143829367154542596,3002803826533503115,,1,是
C00311,大昌,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015130204849,187446,1102608942,6601143769158912014,6724909475266342765,,1,是
C00312,九里象湖,江西公司,南昌一战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,2319358,1447418,,6015118458849,175123,50919508,6601184548006922243,6724909240643368282,2026030711077000000115131920|xiniu_xgc_bgc,1,是
C00313,理工,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,街铺,5134382,166347950,,6015115392849,175130,538720288,6601166723083159560,3003131101738116562,,1,是
C00315,福山路,江西公司,南昌一战区,江西二区,南昌三办,关店,专卖店,加盟,街铺,2319443,1447381,,,175100,100386857,,,,1,是
C00316,昌东开发区2,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,,,,6015116177849,177443,4034335,6601148905855911950,6724909310800287022,,1,是
C00317,新祺周,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015150420849,184891,194623951,6601130508761958407,6724909544120639861,,1,是
C00318,新祺周2,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015167242849,191662,,,3002845185436979277,,1,是
C00319,泗洪,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015128817849,187450,562861265,,,,1,是
C00320,北沥农民公寓店,江西公司,南昌一战区,江西一区,南昌二办,关店,专卖店,加盟,街铺,20063424,513830993,16638079.0,6015115588849,185137,1390606324,6601201843303352328,3002553816910963327,,1,是
C00321,塘子河,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,202169,1447393,14270463.0,6015119273849,175155,40349261,7096001563319076872,3003708247070748465,2025111911077000000113661670|xiniu_xgc_bgc,1,是
C00322,深农市场,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,3710089,161623486,,6015165218849,175210,152545770,6601177530227509262,6724909476740866347,,1,是
C00323,西山二店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015165719849,191684,1066648402,6601149750555183112,,2026030711077000000115214900|xiniu_xgc_bgc,1,是
C00325,新岱山店,江西公司,南昌一战区,江西二区,南昌四办,关店,专卖店,加盟,交通枢纽,,,,6015117847849,177463,193881028,6616889908336265219,3002871097239675504,,1,是
C00326,二七南路店,江西公司,南昌一战区,江西二区,南昌三办,关店,专卖店,加盟,街铺,,,,6015165219849,175216,153660770,6639266125521766403,,,1,是
C00327,船山路,江西公司,南昌一战区,江西二区,南昌三办,关店,专卖店,加盟,街铺,16015822,507685923,,6015165220849,175098,91785782,6601146577711007751,6724909499850126621,,1,是
C00328,鑫强市场,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,,,,6015167600849,185136,41821531,6601137814857844744,3002718238666007552,,1,是
C00329,莲塘大润发,江西公司,南昌一战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,,,,6015116845849,177472,1864013641,6601168678476056580,3002690088923009100,,1,是
C00330,岔道口东路,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,781047,2238401,16256721.0,6015092258849,177458,97610105,6601131818685040644,6724909367608735310,2026030711077000000115093864|xiniu_xgc_bgc,1,是
C00331,新世纪菜场,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,,,,6015117778849,177449,1533648301,6712144237535692807,3003672104488018171,,1,是
C00332,南昌市青云谱区胡九斌春晖卤菜店,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,3551519,1447407,16189114.0,6015168017849,175214,829782440,6601174472588265485,3002467557372407160,2026030711077000000115106872|xiniu_xgc_bgc,1,是
